id,c_reg,c_raj,name,name_raj,c_sti
data_ti_sprsti_1,1,2,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  М. АЛУШТА)",М.АЛУШТА,102
data_ti_sprsti_2,1,3,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. АРМЯНСЬК)",М.АРМЯНСЬК,103
data_ti_sprsti_3,1,4,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. ДЖАНКОЙ)",М.ДЖАНКОЙ/ДЖАНКОЙСЬКИЙ Р-Н,104
data_ti_sprsti_4,1,5,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. ЄВПАТОРIЯ)",М.ЄВПАТОРIЯ,105
data_ti_sprsti_5,1,6,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ , М. КЕРЧ)",М.КЕРЧ,106
data_ti_sprsti_6,1,7,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. КРАСНОПЕРЕКОПСЬК)",М.КРАСНОПЕРЕКОПСЬК,107
data_ti_sprsti_7,1,8,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. САКИ)",М.САКИ,108
data_ti_sprsti_8,1,9,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ ,  М.СIМФЕРОПОЛЬ)",М.СIМФЕРОПОЛЬ,109
data_ti_sprsti_9,1,10,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. СУДАК)",М.СУДАК,110
data_ti_sprsti_10,1,11,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. ФЕОДОСIЯ)",М.ФЕОДОСIЯ,111
data_ti_sprsti_11,1,12,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  М. ЯЛТА)",М.ЯЛТА,112
data_ti_sprsti_12,1,13,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. БАХЧИСАРАЙ/БАХЧИС.Р-Н)",БАХЧИСАРАЙСЬКИЙ Р-Н,113
data_ti_sprsti_13,1,14,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, М. БIЛОГIРСЬК/БIЛОГIР.Р-Н)",БIЛОГIРСЬКИЙ Р-Н,114
data_ti_sprsti_14,1,15,ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ (ДЖАНКОЙСЬКИЙ Р-Н)),ДЖАНКОЙСЬКИЙ Р-Н,115
data_ti_sprsti_15,1,16,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, КIРОВСЬКИЙ Р-Н)",КIРОВСЬКИЙ Р-Н,116
data_ti_sprsti_16,1,17,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, КРАСНОГВАРДIЙСЬКИЙ Р-Н)",КРАСНОГВАРДIЙСЬКИЙ Р-Н,117
data_ti_sprsti_17,1,18,ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ (КРАСНОПЕРЕКОПСЬКИЙ Р-Н),КРАСНОПЕРЕКОПСЬКИЙ Р-Н,118
data_ti_sprsti_18,1,19,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  ЛЕНIНСЬКИЙ Р-Н)",ЛЕНIНСЬКИЙ Р-Н,119
data_ti_sprsti_19,1,20,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  НИЖНЬОГIРСЬКИЙ Р-Н)",НИЖНЬОГIРСЬКИЙ Р-Н,120
data_ti_sprsti_20,1,21,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, ПЕРВОМАЙСЬКИЙ Р-Н)",ПЕРВОМАЙСЬКИЙ Р-Н,121
data_ti_sprsti_21,1,22,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, РОЗДОЛЬНЕНСЬКИЙ Р-Н)",РОЗДОЛЬНЕНСЬКИЙ Р-Н,122
data_ti_sprsti_22,1,23,ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ САКСЬКИЙ Р-Н),САКСЬКИЙ Р-Н,123
data_ti_sprsti_23,1,24,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ, СIМФЕРОПОЛЬСЬКИЙ Р-Н)",СIМФЕРОПОЛЬСЬКИЙ Р-Н,124
data_ti_sprsti_24,1,25,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  СОВЄТСЬКИЙ Р-Н)",СОВЄТСЬКИЙ Р-Н,125
data_ti_sprsti_25,1,26,"ГЕНIЧЕСЬКА ОДПI(ВЕЗ КРИМ,  ЧОРНОМОРСЬКИЙ Р-Н)",ЧОРНОМОРСЬКИЙ Р-Н,126
data_ti_sprsti_26,1,27,ДПI У М.СIМФЕРОПОЛЬ,ЗАЛIЗНИЧНИЙ Р-Н М.СIМФЕРОПОЛЯ,109
data_ti_sprsti_27,1,28,ДПI У М.СIМФЕРОПОЛЬ,КИЇВСЬКИЙ Р-Н М.СIМФЕРОПОЛЯ,109
data_ti_sprsti_28,1,29,ДПI У М.СIМФЕРОПОЛЬ,ЦЕНТРАЛЬНИЙ Р-Н М.СIМФЕРОПОЛЯ,109
data_ti_sprsti_29,1,30,СДПI ВПП В М.СIМФЕРОПОЛI,М.СIМФЕРОПОЛЬ,130
data_ti_sprsti_30,2,1,ЖМЕРИНСЬКА ОДПI ГУ ДФС (БАРСЬКЕ ВIД-НЯ),БАРСЬКИЙ Р-Н,201
data_ti_sprsti_31,2,2,ГАЙСИНСЬКА ОДПI  ГУ ДФС  (БЕРШАДСЬКЕ ВIД-НЯ),БЕРШАДСЬКИЙ Р-Н,202
data_ti_sprsti_32,2,3,ВIННИЦЬКА ОДПI ГУ ДФС (ВIННИЦЬКЕ РАЙОННЕ ВIД-НЯ),ВIННИЦЬКИЙ Р-Н,203
data_ti_sprsti_33,2,4,ГАЙСИНСЬКА ОДПI ГУ ДФС У ВIННИЦЬКIЙ ОБЛАСТI,ГАЙСИНСЬКИЙ Р-Н,204
data_ti_sprsti_34,2,5,ЖМЕРИНСЬКА ОДПI ГУ ДФС У ВIННИЦЬКIЙ ОБЛАСТI,ЖМЕРИНСЬКИЙ Р-Н,205
data_ti_sprsti_35,2,6,НЕМИРIВСЬКА ОДПI ГУ ДФС (IЛЛIНЕЦЬКЕ ВIД-НЯ),IЛЛIНЕЦЬКИЙ Р-Н,206
data_ti_sprsti_36,2,7,КАЛИНIВСЬКА  ОДПI ГУ ДФС (КАЛИНIВСЬКЕ ВIД-НЯ),КАЛИНIВСЬКИЙ Р-Н,207
data_ti_sprsti_37,2,8,КАЛИНIВСЬКА ОДПI ГУ ДФС У ВIННИЦЬКIЙ ОБЛАСТI,КОЗЯТИНСЬКИЙ Р-Н,208
data_ti_sprsti_38,2,9,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС (КРИЖОПIЛЬСЬКЕ ВIД-НЯ),КРИЖОПIЛЬСЬКИЙ Р-Н,209
data_ti_sprsti_39,2,10,НЕМИРIВСЬКА ОДПI ГУ ДФС (ЛИПОВЕЦЬКЕ ВIД-НЯ),ЛИПОВЕЦЬКИЙ Р-Н,210
data_ti_sprsti_40,2,11,КАЛИНIВСЬКА ОДПI ГУ ДФС (ЛIТИНСЬКЕ ВIД-НЯ),ЛIТИНСЬКИЙ Р-Н,211
data_ti_sprsti_41,2,12,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС У ВIННИЦЬКIЙ ОБЛАСТI,МОГИЛIВ-ПОДIЛЬСЬКИЙ Р-Н,212
data_ti_sprsti_42,2,13,ЖМЕРИНСЬКА ОДПI ГУ ДФС (МУРОВАНОКУРИЛОВЕЦЬКЕ ВIД-НЯ),МУРОВАНОКУРИЛОВЕЦЬКИЙ Р-Н,213
data_ti_sprsti_43,2,14,НЕМИРIВСЬКА ОДПI ГУ ДФС У ВIННИЦЬКIЙ ОБЛАСТI,НЕМИРIВСЬКИЙ Р-Н,214
data_ti_sprsti_44,2,15,НЕМИРIВСЬКА ОДПI ГУ ДФС (ОРАТIВСЬКЕ ВIД-НЯ),ОРАТIВСЬКИЙ Р-Н,215
data_ti_sprsti_45,2,16,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС (ПIЩАНСЬКЕ ВIД-НЯ),ПIЩАНСЬКИЙ Р-Н,216
data_ti_sprsti_46,2,17,КАЛИНIВСЬКА  ОДПI ГУ ДФС (ПОГРЕБИЩЕНСЬКЕ ВIД-НЯ),ПОГРЕБИЩЕНСЬКИЙ Р-Н,217
data_ti_sprsti_47,2,18,ГАЙСИНСЬКА ОДПI  ГУ ДФС  (ТЕПЛИЦЬКЕ ВIД-НЯ),ТЕПЛИЦЬКИЙ Р-Н,218
data_ti_sprsti_48,2,19,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС (ТОМАШПIЛЬСЬКЕ ВIД-НЯ),ТОМАШПIЛЬСЬКИЙ Р-Н,219
data_ti_sprsti_49,2,20,ГАЙСИНСЬКА ОДПI ГУ ДФС (ТРОСТЯНЕЦЬКЕ ВIД-НЯ),ТРОСТЯНЕЦЬКИЙ Р-Н,220
data_ti_sprsti_50,2,21,ВIННИЦЬКА ОДПI ГУ ДФС (ТИВРIВСЬКЕ ВIД-НЯ),ТИВРIВСЬКИЙ Р-Н,221
data_ti_sprsti_51,2,22,НЕМИРIВСЬКА ОДПI ГУ ДФС (ТУЛЬЧИНСЬКЕ ВIД-НЯ),ТУЛЬЧИНСЬКИЙ Р-Н,222
data_ti_sprsti_52,2,23,КАЛИНIВСЬКА  ОДПI ГУ ДФС (ХМIЛЬНИЦЬКЕ ВIД-НЯ),ХМIЛЬНИЦЬКИЙ Р-Н,223
data_ti_sprsti_53,2,24,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС (ЧЕРНIВЕЦЬКЕ ВIД-НЯ),ЧЕРНIВЕЦЬКИЙ Р-Н,224
data_ti_sprsti_54,2,25,ГАЙСИНСЬКА ОДПI ГУ ДФС (ЧЕЧЕЛЬНИЦЬКЕ ВIД-НЯ),ЧЕЧЕЛЬНИЦЬКИЙ Р-Н,225
data_ti_sprsti_55,2,26,ЖМЕРИНСЬКА ОДПI ГУ ДФС (ШАРГОРОДСЬКЕ ВIД-НЯ),ШАРГОРОДСЬКИЙ Р-Н,226
data_ti_sprsti_56,2,27,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС (ЯМПIЛЬСЬКЕ ВIД-НЯ),ЯМПIЛЬСЬКИЙ Р-Н,227
data_ti_sprsti_57,2,28,ВIННИЦЬКА ОДПI ГУ ДФС У ВIННИЦЬКIЙ ОБЛАСТI,М.ВIННИЦЯ,228
data_ti_sprsti_58,2,29,ЖМЕРИНСЬКА ОДПI ГУ ДФС (М.ЖМЕРИНКА),М.ЖМЕРИНКА,229
data_ti_sprsti_59,2,30,МОГИЛIВ-ПОДIЛЬСЬКА ОДПI ГУ ДФС (М.МОГИЛIВ-ПОД),М.МОГИЛIВ-ПОДIЛЬСЬКИЙ,230
data_ti_sprsti_60,2,31,КАЛИНIВСЬКА ОДПI ГУ ДФС (М.ХМIЛЬНИК ),М.ХМIЛЬНИК,231
data_ti_sprsti_61,2,50,КАЛИНIВСЬКА  ОДПI ГУ ДФС (М.КОЗЯТИН),М.КОЗЯТИН,250
data_ti_sprsti_62,2,55,ГАЙСИНСЬКА ОДПI ГУ ДФС (ЛАДИЖИНСЬКЕ ВIД-НЯ),М.ЛАДИЖИН,255
data_ti_sprsti_63,2,63,ДПI У М.ВIННИЦI,ЗАМОСТЯНСЬКИЙ Р-Н М.ВIННИЦЯ,228
data_ti_sprsti_64,2,66,ДПI У М.ВIННИЦI,ЛЕНIНСЬКИЙ Р-Н М.ВIННИЦЯ,228
data_ti_sprsti_65,2,70,ДПI У М.ВIННИЦI,СТАРОМIСЬКИЙ Р-Н М.ВIННИЦЯ,228
data_ti_sprsti_66,3,1,ВОЛОДИМИР-ВОЛИНСЬКА ОДПI ГУ ДФС (В-ВОЛИНСЬКИЙ Р-Н),ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,301
data_ti_sprsti_67,3,2,ВОЛОДИМИР-ВОЛИНСЬКА ОДПI ГУ ДФС (ГОРОХIВСЬКЕ ВIД-ННЯ),ГОРОХIВСЬКИЙ РАЙОН,302
data_ti_sprsti_68,3,3,ВОЛОДИМИР-ВОЛИНСЬКА ОДПI ГУ ДФС (IВАНИЧIВСЬКЕ ВIД-ННЯ),IВАНИЧIВСЬКИЙ РАЙОН,303
data_ti_sprsti_69,3,4,КОВЕЛЬСЬКА ОДПI ГУ ДФС (КАМIНЬ-КАШИРСЬКЕ ВIДДIЛЕННЯ),КАМIНЬ-КАШИРСЬКИЙ РАЙОН,304
data_ti_sprsti_70,3,5,ЛУЦЬКА ОДПI ГУ ДФС (КIВЕРЦIВСЬКЕ ВIДДIЛЕННЯ),КIВЕРЦIВСЬКИЙ РАЙОН,305
data_ti_sprsti_71,3,6,КОВЕЛЬСЬКА ОДПI ГУ ДФС У ВОЛИНСЬКIЙ ОБЛАСТI,КОВЕЛЬСЬКИЙ РАЙОН,306
data_ti_sprsti_72,3,7,ВОЛОДИМИР-ВОЛИНСЬКА ОДПI ГУ ДФС (ЛОКАЧИНСЬКЕ ВIД-ННЯ),ЛОКАЧИНСЬКИЙ РАЙОН,307
data_ti_sprsti_73,3,8,ЛУЦЬКА ОДПI ГУ ДФС У ВОЛИНСЬКIЙ ОБЛАСТI (ЛУЦЬКИЙ Р-Н),ЛУЦЬКИЙ РАЙОН,308
data_ti_sprsti_74,3,9,КОВЕЛЬСЬКА ОДПI ГУ ДФС (ЛЮБЕШIВСЬКЕ ВIДДIЛЕННЯ),ЛЮБЕШIВСЬКИЙ РАЙОН,309
data_ti_sprsti_75,3,10,КОВЕЛЬСЬКА ОДПI ГУ ДФС (ЛЮБОМЛЬСЬКЕ ВIДДIЛЕННЯ),ЛЮБОМЛЬСЬКИЙ РАЙОН,310
data_ti_sprsti_76,3,11,КОВЕЛЬСЬКА ОДПI ГУ ДФС (МАНЕВИЦЬКЕ ВIДДДIЛЕННЯ),МАНЕВИЦЬКИЙ РАЙОН,311
data_ti_sprsti_77,3,12,КОВЕЛЬСЬКА ОДПI ГУ ДФС (РАТНIВСЬКЕ ВIДДIЛЕННЯ),РАТНIВСЬКИЙ РАЙОН,312
data_ti_sprsti_78,3,13,ЛУЦЬКА ОДПI ГУ ДФС  (РОЖИЩЕНСЬКЕ ВIДДIЛЕННЯ),РОЖИЩЕНСЬКИЙ РАЙОН,313
data_ti_sprsti_79,3,14,КОВЕЛЬСЬКА ОДПI ГУ ДФС (СТАРОВИЖIВСЬКЕ ВIДДIЛЕННЯ),СТАРОВИЖIВСЬКИЙ РАЙОН,314
data_ti_sprsti_80,3,15,КОВЕЛЬСЬКА ОДПI ГУ ДФС (ТУРIЙСЬКЕ ВIДДIЛЕННЯ),ТУРIЙСЬКИЙ РАЙОН,315
data_ti_sprsti_81,3,16,ВОЛОДИМИР-ВОЛИНСЬКА ОДПI ГУ ДФС У ВОЛИНСЬКIЙ ОБЛАСТI,М.ВОЛОДИМИР-ВОЛИНСЬКИЙ,316
data_ti_sprsti_82,3,17,КОВЕЛЬСЬКА ОДПI ГУ ДФС У ВОЛИНСЬКIЙ ОБЛАСТI (М.КОВЕЛЬ),М.КОВЕЛЬ,317
data_ti_sprsti_83,3,18,ЛУЦЬКА ОДПI ГУ ДФС У ВОЛИНСЬКIЙ ОБЛАСТI,М.ЛУЦЬК,318
data_ti_sprsti_84,3,19,ВОЛОДИМИР-ВОЛИНСЬКА ОДПI ГУ ДФС (НОВОВОЛИНСЬКЕ ВIД-ННЯ,М.НОВОВОЛИНСЬК,319
data_ti_sprsti_85,3,21,КОВЕЛЬСЬКА ОДПI ГУ ДФС (ШАЦЬКЕ ВIДДIЛЕННЯ ),ШАЦЬКИЙ РАЙОН,321
data_ti_sprsti_86,4,1,КАМ'ЯНСЬКА ОДПI (ВIЛЬНОГIРСЬКЕ ВIДДIЛЕННЯ),М.ВIЛЬНОГIРСЬК,401
data_ti_sprsti_87,4,2,СДПI ПО РОБОТI З ВПП У М.ДНIПРОПЕТРОВСЬКУ ДПС,М.ДНIПРОПЕТРОВСЬК,402
data_ti_sprsti_88,4,3,КАМ'ЯНСЬКА ОДПI ГУ ДФС У ДНIПРОПЕТРОВСЬКIЙ ОБЛ.,М.КАМ'ЯНСЬКЕ,403
data_ti_sprsti_89,4,4,КАМ'ЯНСЬКА ОДПI (ЖОВТОВОДСЬКЕ ВIДДIЛЕННЯ),М.ЖОВТI ВОДИ,404
data_ti_sprsti_90,4,6,НIКОПОЛЬСЬКА ОДПI (МАРГАНЕЦЬКЕ ВIДДIЛЕННЯ),М.МАРГАНЕЦЬ,406
data_ti_sprsti_91,4,7,НIКОПОЛЬСЬКА ОДПI ГУ ДФС У ДНIПРОПЕТРОВСЬКIЙ ОБЛ,М.НIКОПОЛЬ,407
data_ti_sprsti_92,4,8,НОВОМОСКОВСЬКА ОДПI ГУ ДФС У ДНIПРОПЕТРОВСЬКIЙ ОБЛАСТI,М.НОВОМОСКОВСЬК,408
data_ti_sprsti_93,4,9,НIКОПОЛЬСЬКА ОДПI (ПОКРОВСЬКЕ ВIДДIЛЕННЯ),М.ПОКРОВ,409
data_ti_sprsti_94,4,10,ЗАХIДНО-ДОНБАСЬКА ОДПI ГУ ДФС У ДНIПР. ОБЛ,М.ПАВЛОГРАД,410
data_ti_sprsti_95,4,11,ЗАХIДНО-ДОНБАСЬКА ОДПI (ПЕРШОТРАВЕНСЬКЕ ВIДДIЛЕННЯ),М.ПЕРШОТРАВЕНСЬК,411
data_ti_sprsti_96,4,12,ДНIПРОВСЬКА ОДПI (М.СИНЕЛЬНИКОВЕ),М.СИНЕЛЬНИКОВЕ,412
data_ti_sprsti_97,4,13,ЗАХIДНО-ДОНБАСЬКА ОДПI (ТЕРНIВCЬКЕ ВIДДIЛЕННЯ),М.ТЕРНIВКА,413
data_ti_sprsti_98,4,14,КРИВОРIЗЬКА ПIВДЕННА ОДПI (АПОСТОЛIВСЬКЕ ВIДДIЛЕННЯ),АПОСТОЛIВСЬКИЙ Р-Н,414
data_ti_sprsti_99,4,15,ЗАХIДНО-ДОНБАСЬКА ОДПI (ВАСИЛЬКIВСЬКЕ ВIДДIЛЕННЯ),ВАСИЛЬКIВСЬКИЙ Р-Н,415
data_ti_sprsti_100,4,16,КАМ'ЯНСЬКА ОДПI (ВЕРХНЬОДНIПРОВСЬКЕ ВIДДIЛЕННЯ),ВЕРХНЬОДНIПРОВСЬКИЙ Р-Н,416
data_ti_sprsti_101,4,17,ДНIПРОВСЬКА ОДПI ГУ ДФС У ДНIПРОПЕТРОВСЬКIЙ ОБЛАСТI,ДНIПРОВСЬКИЙ РАЙОН,417
data_ti_sprsti_102,4,18,КРИВОРIЗЬКА ПIВНIЧНА ОДПI (КРИВОРIЗЬКИЙ РАЙОН),КРИВОРIЗЬКИЙ Р-Н,418
data_ti_sprsti_103,4,19,КАМ'ЯНСЬКА ОДПI (КРИНИЧАНСЬКЕ ВIДДIЛЕННЯ),КРИНИЧАНСЬКИЙ Р-Н,419
data_ti_sprsti_104,4,20,НОВОМОСКОВСЬКА ОДПI (МАГДАЛИНIВСЬКЕ ВIДДIЛЕННЯ),МАГДАЛИНIВСЬКИЙ Р-Н,420
data_ti_sprsti_105,4,21,ЗАХIДНО-ДОНБАСЬКА ОДПI (МЕЖIВСЬКЕ ВIДДIЛЕННЯ),МЕЖIВСЬКИЙ Р-Н,421
data_ti_sprsti_106,4,22,НIКОПОЛЬСЬКА ОДПI (НIКОПОЛЬСЬКИЙ РАЙОН),НIКОПОЛЬСЬКИЙ РАЙОН,422
data_ti_sprsti_107,4,23,НОВОМОСКОВСЬКА ОДПI (НОВОМОСКОВСЬКИЙ РАЙОН),НОВОМОСКОВСЬКИЙ Р-Н,423
data_ti_sprsti_108,4,24,ЗАХIДНО-ДОНБАСЬКА ОДПI (ПАВЛОГРАДСЬКИЙ РАЙОН),ПАВЛОГРАДСЬКИЙ Р-Н,424
data_ti_sprsti_109,4,25,ЗАХIДНО-ДОНБАСЬКА ОДПI (ПЕТРОПАВЛIВCЬКЕ ВIДДIЛЕННЯ),ПЕТРОПАВЛIВСЬКИЙ Р-Н,425
data_ti_sprsti_110,4,26,КАМ'ЯНСЬКА ОДПI (ПЕТРИКIВСЬКЕ ВIДДIЛЕННЯ),ПЕТРИКIВСЬКИЙ РАЙОН/СМТ ПЕТРИКIВКА,426
data_ti_sprsti_111,4,27,ЗАХIДНО-ДОНБАСЬКА ОДПI (ПОКРОВСЬКЕ ВIДДIЛЕННЯ),ПОКРОВСЬКИЙ Р-Н,427
data_ti_sprsti_112,4,28,КАМ'ЯНСЬКА ОДПI (П'ЯТИХАТСЬКЕ ВIДДIЛЕННЯ),П'ЯТИХАТСЬКИЙ Р-Н,428
data_ti_sprsti_113,4,29,СИНЕЛЬНИКIВСЬКЕ ВIДДIЛЕННЯ ДНIПРОВСЬКОЇ ОДПI,СИНЕЛЬНИКIВСЬКИЙ РАЙОН,429
data_ti_sprsti_114,4,30,СОЛОНЯНСЬКЕ ВIДДIЛЕННЯ ДНIПРОВСЬКОЇ ОДПI,СОЛОНЯНСЬКИЙ РАЙОН,430
data_ti_sprsti_115,4,31,КРИВОРIЗЬКА ПIВНIЧНА ОДПI (СОФIЇВСЬКЕ ВIДДIЛЕННЯ),СОФIЇВСЬКИЙ Р-Н,431
data_ti_sprsti_116,4,32,НIКОПОЛЬСЬКА ОДПI (ТОМАКIВСЬКЕ ВIДДIЛЕННЯ),ТОМАКIВСЬКИЙ РАЙОН,432
data_ti_sprsti_117,4,33,КАМ'ЯНСЬКА ОДПI (ЦАРИЧАНСЬКЕ ВIДДIЛЕННЯ),ЦАРИЧАНСЬКИЙ РАЙОН/СМТ ЦАРИЧАНКА,433
data_ti_sprsti_118,4,34,КРИВОРIЗЬКА ПIВДЕННА ОДПI (ШИРОКIВСЬКЕ ВIДДIЛЕННЯ),ШИРОКIВСЬКИЙ Р-Н,434
data_ti_sprsti_119,4,35,ЗАХIДНО-ДОНБАСЬКА ОДПI (ЮР'ЇВСЬКЕ ВIДДIЛЕННЯ),ЮР'ЇВСЬКИЙ Р-Н,435
data_ti_sprsti_120,4,61,ДПI В АМУР-НИЖНЬОДНIПРОВСЬКОМУ РАЙОНI М.ДНIПРА,АМУР-НИЖНЬОДНIПРОВСЬКИЙ РАЙОН М.ДНIПРО,461
data_ti_sprsti_121,4,62,ДПI У ШЕВЧЕНКIВСЬКОМУ Р-НI М.ДНIПРА,ШЕВЧЕНКIВСЬКИЙ РАЙОН М.ДНIПРО,462
data_ti_sprsti_122,4,63,ДПI У СОБОРНОМУ Р-НI М.ДНIПРА,СОБОРНИЙ Р-Н М.ДНIПРА,463
data_ti_sprsti_123,4,64,ЛIВОБЕРЕЖНА ОДПI М.ДНIПРА ГУ ДФС У ДНIПР. ОБЛ.,IНДУСТРIАЛЬНИЙ РАЙОН М.ДНIПРО,464
data_ti_sprsti_124,4,65,ДПI У ЦЕНТРАЛЬНОМУ РАЙОНI М.ДНIПРА,ЦЕНТРАЛЬНИЙ РАЙОН М.ДНIПРО,465
data_ti_sprsti_125,4,66,ДПI У ЧЕЧЕЛIВСЬКОМУ РАЙОНI М.ДНIПРА,ЧЕЧЕЛIВСЬКИЙ РАЙОН М.ДНIПРО,466
data_ti_sprsti_126,4,67,ДПI У НОВОКОДАЦЬКОМУ РАЙОНI М.ДНIПРА ГУ ДФС,НОВОКОДАЦЬКИЙ Р-Н М.ДНIПРО,467
data_ti_sprsti_127,4,68,ЛIВОБЕРЕЖНА ОДПI М.ДНIПРА ГУ ДФС (САМАРСЬКИЙ Р-Н),САМАРСЬКИЙ РАЙОН М.ДНIПРО,468
data_ti_sprsti_128,4,71,КАМ'ЯНСЬКА ОДПI (БАГЛIЙСЬКИЙ РАЙОН),ПIВДЕННИЙ РАЙОН М.КАМ'ЯНСЬКОГО,403
data_ti_sprsti_129,4,72,КАМ'ЯНСЬКА ОДПI (ЗАВОДСЬКИЙ РАЙОН),ЗАВОДСЬКИЙ РАЙОН М.КАМ'ЯНСЬКОГО,403
data_ti_sprsti_130,4,73,КАМ'ЯНСЬКА ОДПI (ДНIПРОВСЬКИЙ РАЙОН),ДНIПРОВСЬКИЙ РАЙОН М.КАМ'ЯНСЬКОГО,403
data_ti_sprsti_131,4,81,КРИВОРIЗЬКА ПIВНIЧНА ОДПI (ДОВГИНЦIВСЬКИЙ РАЙОН),ДОВГИНЦIВСЬКИЙ Р-Н М.КРИВИЙ РIГ,481
data_ti_sprsti_132,4,82,КРИВОРIЗЬКА ПIВДЕННА ОДПI ГУ ДФС У ДНIПР. ОБЛ,ЦЕНТРАЛЬНОМIСЬКИЙ Р-Н М.КРИВИЙ РIГ,482
data_ti_sprsti_133,4,83,КРИВОРIЗЬКА ПIВНIЧНА ОДПI ГУ ДФС У ДНIПР. ОБЛ,ПОКРОВСЬКИЙ Р-Н М.КРИВИЙ РIГ,483
data_ti_sprsti_134,4,84,КРИВОРIЗЬКА ПIВДЕННА ОДПI (МЕТАЛУРГIЙНИЙ РАЙОН),МЕТАЛУРГIЙНИЙ Р-Н М.КРИВИЙ РIГ,484
data_ti_sprsti_135,4,85,КРИВОРIЗЬКА ПIВДЕННА ОДПI (IНГУЛЕЦЬКИЙ РАЙОН),IНГУЛЕЦЬКИЙ Р-Н М.КРИВИЙ РIГ,485
data_ti_sprsti_136,4,86,КРИВОРIЗЬКА ПIВНIЧНА ОДПI (САКСАГАНСЬКИЙ РАЙОН),САКСАГАНСЬКИЙ Р-Н М.КРИВИЙ РIГ,486
data_ti_sprsti_137,4,87,КРИВОРIЗЬКА ПIВНIЧНА ОДПI (ТЕРНIВСЬКИЙ РАЙОН),ТЕРНIВСЬКИЙ Р-Н М.КРИВИЙ РIГ,487
data_ti_sprsti_138,5,1,ПОКРОВСЬКА ОДПI (М. АВДIЇВКА),М.АВДIЇВКА,501
data_ti_sprsti_139,5,2,БАХМУТСЬКА ОДПI ГУ ДФС У ДОНЕЦЬКIЙ ОБЛАСТI,М.БАХМУТ,502
